0.038 5.1362e-09 9.59143e-09 5.79483e-09 3.0626e-09 6.15233e-09 2.08938e-09 1.10498e-08 6.22337e-09 5.21853e-09 6.42072e-09 3.91042e-09 1.12396e-08 1.51898e-08 9.23895e-09 1.13357e-08 6.61903e-09 1.11308e-08 4.66142e-09 7.20255e-09 1.20758e-08 2.52354e-09 3.49642e-09 
0.039 5.47822e-09 1.02766e-08 6.16812e-09 3.24266e-09 6.52085e-09 2.19748e-09 1.17561e-08 6.63752e-09 5.54573e-09 6.83996e-09 4.12441e-09 1.20386e-08 1.62124e-08 9.86337e-09 1.21021e-08 7.04056e-09 1.18696e-08 4.92636e-09 7.64649e-09 1.29099e-08 2.63905e-09 3.68328e-09 
0.04 5.84312e-09 1.10075e-08 6.56555e-09 3.43445e-09 6.91171e-09 2.31253e-09 1.25061e-08 7.07902e-09 5.89349e-09 7.28661e-09 4.35116e-09 1.2891e-08 1.73003e-08 1.05292e-08 1.29179e-08 7.48882e-09 1.2655e-08 5.20683e-09 8.11744e-09 1.37983e-08 2.7609e-09 3.88101e-09 
0.041 6.23237e-09 1.17872e-08 6.98865e-09 3.63869e-09 7.32629e-09 2.43496e-09 1.33024e-08 7.54963e-09 6.26309e-09 7.76242e-09 4.59146e-09 1.38003e-08 1.84577e-08 1.12392e-08 1.37862e-08 7.96551e-09 1.349e-08 5.50378e-09 8.61705e-09 1.47447e-08 2.88946e-09 4.09027e-09 
0.042 6.64753e-09 1.26188e-08 7.43907e-09 3.85618e-09 7.76607e-09 2.56523e-09 1.41479e-08 8.05123e-09 6.65589e-09 8.2693e-09 4.84615e-09 1.47701e-08 1.9689e-08 1.19963e-08 1.47104e-08 8.47242e-09 1.43776e-08 5.8182e-09 9.14712e-09 1.57525e-08 3.02515e-09 4.31174e-09 
0.043 7.09027e-09 1.35056e-08 7.91855e-09 4.08777e-09 8.23263e-09 2.70383e-09 1.50457e-08 8.58582e-09 7.07332e-09 8.80923e-09 5.11614e-09 1.58045e-08 2.09989e-08 1.28035e-08 1.5694e-08 9.01146e-09 1.53211e-08 6.15113e-09 9.70952e-09 1.68258e-08 3.16838e-09 4.54618e-09 
0.044 7.56236e-09 1.4451e-08 8.42893e-09 4.33433e-09 8.72762e-09 2.85129e-09 1.59991e-08 9.15553e-09 7.51692e-09 9.38434e-09 5.40237e-09 1.69075e-08 2.23925e-08 1.36641e-08 1.67407e-08 9.58466e-09 1.6324e-08 6.50371e-09 1.03063e-08 1.79687e-08 3.31962e-09 4.79437e-09 
0.045 8.06569e-09 1.54589e-08 8.97217e-09 4.59682e-09 9.25284e-09 3.00816e-09 1.70116e-08 9.76262e-09 7.98833e-09 9.9969e-09 5.70584e-09 1.80836e-08 2.3875e-08 1.45816e-08 1.78547e-08 1.01942e-08 1.73901e-08 6.87712e-09 1.09395e-08 1.91857e-08 3.47935e-09 5.05713e-09 
0.046 8.60226e-09 1.65333e-08 9.55037e-09 4.87625e-09 9.81015e-09 3.17503e-09 1.80869e-08 1.04095e-08 8.48927e-09 1.06493e-08 6.02764e-09 1.93375e-08 2.54521e-08 1.55596e-08 1.90401e-08 1.08423e-08 1.85233e-08 7.27261e-09 1.16114e-08 2.04814e-08 3.64808e-09 5.33536e-09 
0.047 4.34981e-09 8.45243e-09 4.78386e-09 2.40814e-09 4.82153e-09 1.53393e-09 9.00055e-09 5.25739e-09 4.21543e-09 5.35355e-09 2.91757e-09 9.88182e-09 1.28179e-08 7.87934e-09 9.63915e-09 5.42945e-09 9.30987e-09 3.53934e-09 5.74412e-09 1.03996e-08 1.7099e-09 2.56996e-09 
